Column1,Age,SkinType,SkinTone,SkinConcerns,Gender,Race,Climate,Extracts,All_Age_Suitable_Ing,Anti-Acne Moisturizer,Antioxidant+Anti-Aging Moisturizer,F_Skin_ID+Soothing,M_Antioxidant+Occlusive,EA_Anti_Age+Skin_ID+Cell_Commute,IA_Antioxidant,YA_Occusive,BR_Anti_Acne,WR_Skin_ID+Occusive,DRY_Dry,TROPICAL_Antioxidant+Humectant,TEMPERATE_Humectant,CONTINENAL_Emolient,POLAR_Humectants+Occlusive+Emollients
420,55-120,Combination,Fair,Acne,Male,White,Tropical,Honey,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Rose Hip Oil","Hydrolyzed Collagen , Aloe Barbadensis Leaf Extract , Alteromonas Ferment Filtrate",,,"Caffeine , Curcumin , Thiotaurine , Petrolatum , Lycopene , Ubiquinone","Acetyl Tetrapeptide-5 , Hydrolyzed Glycosaminoglycans , phytosphingosine , Centella Asiatica Extract , Raspberry Seed Oil , Hyaluronic Acid",,,,"hyaluronic acid , ceramide , Nylon-12",,"Hydroxyacetophenone , Niacinamide , Threonine",,,
421,55-120,Combination,Fair,Acne,Male,White,Dry,Honey,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Hyaluronic Acid , Jojoba Esters , Adansonia Digitata Pulp Extract",,,"Squalene , Quercetin , Octyldodecanol , Azulene , Hesperidin , Bisabolol","Hyaluronic Acid , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Camellia Sinensis Seed Oil , Aphanizomenon Flos-Aquae Extract , Ananas Sativus Fruit Extract , Squalane",,,,"ceramide eop , isoleucine , Petrolatum","Hyaluronic Acid , Raspberry Seed Oil , Squalane",,,,
422,55-120,Combination,Fair,Acne,Male,White,Temperate,Honey,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil","Hyaluronic Acid , Colloidal Oatmeal , Ananas Sativus Fruit Extract",,,"Agar , Resveratrol , Tetrahydrodemethoxydiferuloylmethane , Galactoarabinan , Serine , Octyldodecanol","Honey , Alpha-Glucan , Hyaluronic Acid , Triticum Vulgare Germ Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Aphanizomenon Flos-Aquae Extract",,,,"ceramide , urea , Kaolin",,,"Phospholipids , Hydroxyacetophenone , Trimethylsiloxysilicate",,
423,55-120,Combination,Fair,Acne,Male,White,Continental,Honey,"Triticum Vulgare Germ Oil , Grape seed Oil , Rose Hip Oil","Adansonia Digitata Pulp Extract , Alteromonas Ferment Filtrate , Honey",,,"Caffeine , Curcumin , Hydroxyacetophenone , Thiotaurine , Genistein , Bisabolol","Algae Extract , Rose Hip Oil , Acetyl Hydroxyproline , Hyaluronic Acid , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Squalane",,,,"acetyl glucosamine , palmitic acid , ceramide np",,,,"Isoleucine , PEG-75 , Glucomannan",
424,55-120,Combination,Fair,Acne,Male,White,Polar,Honey,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil","Beta-Glucan , Centella Asiatica Extract , Soy Amino Acids",,,"Agar , Phenylalanine , Xanthophyll , Galactoarabinan , Bakuchiol , Bentonite","Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Aphanizomenon Flos-Aquae Extract , Honey , Tocopheryl Succinate Aminopropanediol Esters , Acetyl Hydroxyproline",,,,"alanine , Tribehenin , Nylon-12",,,,,"PEG-75 , PEG-33 , Anhydroxylitol"
425,55-120,Combination,Fair,Acne,Male,Black,Tropical,Honey,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Camellia Sinensis Seed Oil","Jojoba Esters , Aloe Barbadensis Leaf Extract , Beta-Glucan",,,"Bentonite , Thiotaurine , Bisabolol , Trihydroxystearin , Caffeine , Arginine","Ananas Sativus Fruit Extract , Rose Hip Oil , Acetyl Hydroxyproline , Grape seed Oil , Alpha-Glucan , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,,"Honey , Tocopheryl Succinate Aminopropanediol Esters , Triticum Vulgare Germ Oil",,,"Phospholipids , Threonine , Arginine",,,
426,55-120,Combination,Fair,Acne,Male,Black,Dry,Honey,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil","Ananas Sativus Fruit Extract , Jojoba Esters , Adansonia Digitata Pulp Extract",,,"Squalene , Caffeine , Serine , Genistein , Honey , Petrolatum","Tocopheryl Succinate Aminopropanediol Esters , Aphanizomenon Flos-Aquae Extract , Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Alpha-Glucan , Camellia Sinensis Seed Oil",,,"Grape seed Oil , Alpha-Glucan , Acetyl Hydroxyproline",,"Panthenol , Honey Extract , Squalane",,,,
427,55-120,Combination,Fair,Acne,Male,Black,Temperate,Honey,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil","Adansonia Digitata Pulp Extract , Hyaluronic Acid , Alteromonas Ferment Filtrate",,,"Rutin , Oryzanol , Alanine , Astaxanthin , Kaolin , Tetrahydrodemethoxydiferuloylmethane","Camellia Sinensis Seed Oil , Acetyl Hydroxyproline , Squalane , Hyaluronic Acid , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Alpha-Glucan",,,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Acetyl Hydroxyproline",,,,"Serine , Isopentyldiol  , Pantethine",,
428,55-120,Combination,Fair,Acne,Male,Black,Continental,Honey,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Hyaluronic Acid , Soy Amino Acids , Alteromonas Ferment Filtrate",,,"Tetrahydrodemethoxydiferuloylmethane , Phenylalanine , Curcumin , Silica , Hydroxyacetophenone , Agar","Algae Extract , Aphanizomenon Flos-Aquae Extract , Triticum Vulgare Germ Oil , Ceramide , Honey , Camellia Sinensis Seed Oil",,,"Tocopheryl Succinate Aminopropanediol Esters , Algae Extract , Rose Hip Oil",,,,,"Honey , Honey , Fructose",
429,55-120,Combination,Fair,Acne,Male,Black,Polar,Honey,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil","Adansonia Digitata Pulp Extract , Aloe Barbadensis Leaf Extract , Beta-Glucan",,,"Zinc , Squalane , Equol , Squalene , Oryzanol , Hydroxyacetophenone","Camellia Sinensis Seed Oil , Alpha-Glucan , Grape seed Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Honey , Triticum Vulgare Germ Oil",,,"Triticum Vulgare Germ Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Hyaluronic Acid",,,,,,"Trehalose , Sucrose , Triethylhexanoin"
430,55-120,Combination,Fair,Acne,Female,White,Tropical,Honey,"Camellia Sinensis Seed Oil , Grape seed Oil , Raspberry Seed Oil","Alteromonas Ferment Filtrate , Jojoba Esters , Centella Asiatica Extract",,"caffeyl glucoside , potassium nitrate , rumex crispus root extract , tetrahydrodemethoxydiferuloylmethane , hedera helix extract , disodium lauriminodipropionate tocopheryl phosphates",,"Ananas Sativus Fruit Extract , Camellia Sinensis Seed Oil , Acetyl Hydroxyproline , Algae Extract , Squalane , Rose Hip Oil",,,,"linolenic acid , linoleic acid , Petrolatum",,"Hydroxyacetophenone , Thiotaurine , Arginine",,,
431,55-120,Combination,Fair,Acne,Female,White,Dry,Honey,"Camellia Sinensis Seed Oil , Grape seed Oil , Raspberry Seed Oil","Beta-Glucan , Colloidal Oatmeal , Jojoba Esters",,"calendula officinalis flower extract , tetrahydrodemethoxydiferuloylmethane , strontium chloride , cholesterol , glycine soja seed extract , sodium pca",,"Hyaluronic Acid , Triticum Vulgare Germ Oil , Squalane , Rose Hip Oil , Tocopheryl Succinate Aminopropanediol Esters , Camellia Sinensis Seed Oil",,,,"aspartic acid , Bentonite , urea","Squalane , Acetyl Tetrapeptide-5 , Grape seed Oil",,,,
432,55-120,Combination,Fair,Acne,Female,White,Temperate,Honey,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Centella Asiatica Extract , Hydrolyzed Collagen , Adansonia Digitata Pulp Extract",,"acetyl glucosamine , reseda luteola extract , prunus yedoensis leaf extract , salicylic acid , glycyrrhiza glabra rhizome/root , chamomilla recutita flower oil",,"Camellia Sinensis Seed Oil , Aphanizomenon Flos-Aquae Extract , Hyaluronic Acid , Squalane , Tocopheryl Succinate Aminopropanediol Esters , Triticum Vulgare Germ Oil",,,,"phenylalanine , histidine , acetyl glucosamine",,,"Glucomannan , PEG-33 , Trilaurin",,
433,55-120,Combination,Fair,Acne,Female,White,Continental,Honey,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil","Hyaluronic Acid , Aloe Barbadensis Leaf Extract , Hydrolyzed Collagen",,"hydroxypropyl bispalmitamide mea , 4-t-butylcyclohexanol , rumex acetosella extract , allantoin glycyrrhetinic acid , stearyl glycyrrhetinate , aspartic acid",,"Ananas Sativus Fruit Extract , Honey , Algae Extract , Tocopheryl Succinate Aminopropanediol Esters , Hyaluronic Acid , Squalane",,,,"phenylalanine , proline , ceramide eop",,,,"Ethylhexylglycerin , Niacinamide , PCA",
434,55-120,Combination,Fair,Acne,Female,White,Polar,Honey,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil","Colloidal Oatmeal , Jojoba Esters , Hydrolyzed Collagen",,"rosmarinyl glucoside , lactobacillus ferment , ceramide ng , phaeodactylum tricornutum extract , alteromonas ferment extract , palmitoyl tripeptide-8",,"Acetyl Hydroxyproline , Squalane , Aphanizomenon Flos-Aquae Extract , Tocopheryl Succinate Aminopropanediol Esters , Algae Extract , Honey",,,,"acetyl glucosamine , cholesterol , phospholipids",,,,,"PCA , Glycosaminoglycans , Cysteine"
435,55-120,Combination,Fair,Acne,Female,Black,Tropical,Honey,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Colloidal Oatmeal , Centella Asiatica Extract , Alteromonas Ferment Filtrate",,"helianthus annuus extract , lonicera japonica flower extract , ferula assa foetida root extract , pca , salvia sclarea extract , mimosa tenuiflora bark extract",,"Triticum Vulgare Germ Oil , Tocopheryl Succinate Aminopropanediol Esters , Rose Hip Oil , Algae Extract , Aphanizomenon Flos-Aquae Extract , Ceramide",,,"Hyaluronic Acid , Rose Hip Oil , Alpha-Glucan",,,"Hydroxyacetophenone , Phenylalanine , Phospholipids",,,
436,55-120,Combination,Fair,Acne,Female,Black,Dry,Honey,"Triticum Vulgare Germ Oil , Rose Hip Oil , Camellia Sinensis Seed Oil","Adansonia Digitata Pulp Extract , Honey , Ananas Sativus Fruit Extract",,"calendula officinalis extract , scabiosa arvensis extract , passiflora quadrangularis flower extract , valine , methyl nicotinate , plantago lanceolata leaf extract",,"Honey , Acetyl Hydroxyproline , Aphanizomenon Flos-Aquae Extract , Rose Hip Oil , Camellia Sinensis Seed Oil , Algae Extract",,,"Triticum Vulgare Germ Oil , Tocopheryl Succinate Aminopropanediol Esters , Squalane",,"Triticum Vulgare Germ Oil , Saccharide Isomerate , Algae Extract",,,,
437,55-120,Combination,Fair,Acne,Female,Black,Temperate,Honey,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Alteromonas Ferment Filtrate , Soy Amino Acids , Aloe Barbadensis Leaf Extract",,"plantago lanceolata leaf extract , aloe ferox leaf gel , pfaffia paniculata root extract , humulus lupulus extract , azulene , scutellaria baicalensis root extract",,"Acetyl Hydroxyproline , Rose Hip Oil , Squalane , Camellia Sinensis Seed Oil , Hyaluronic Acid , Alpha-Glucan",,,"Hyaluronic Acid , Algae Extract , Alpha-Glucan",,,,"Trimethylsiloxysilicate , Phospholipids , Phospholipids",,
438,55-120,Combination,Fair,Acne,Female,Black,Continental,Honey,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil","Aloe Barbadensis Leaf Extract , Adansonia Digitata Pulp Extract , Beta-Glucan",,"isoleucine , pfaffia paniculata root extract , helichrysum italicum extract , aloe ferox leaf gel , salvia sclarea extract , opuntia ficus-indica stem extract",,"Algae Extract , Acetyl Hydroxyproline , Hyaluronic Acid , Ceramide , Alpha-Glucan , Aphanizomenon Flos-Aquae Extract",,,"Acetyl Hydroxyproline , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,,,,"Pantolactone , Isoleucine , Trehalose",
439,55-120,Combination,Fair,Acne,Female,Black,Polar,Honey,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Alteromonas Ferment Filtrate , Soy Amino Acids , Honey",,"spiraea ulmaria extract , betula alba leaf extract , centaurea cyanus flower water , sambucus nigra flower extract , glycerin , sodium hyaluronate",,"Algae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Tocopheryl Succinate Aminopropanediol Esters , Honey , Ananas Sativus Fruit Extract , Grape seed Oil",,,"Algae Extract , Ananas Sativus Fruit Extract , Ceramide",,,,,,"Phospholipids , PCA , PEG-75"
440,18-24,Combination,Light,Blackheads,Male,White,Tropical,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,,,"Hydroxyacetophenone , Algin , Astaxanthin , Tetrahydrodemethoxydiferuloylmethane , Zinc , Agar",,,"Honey , Camellia Sinensis Seed Oil , Ananas Sativus Fruit Extract",,"phospholipids , lacto-ceramides , collagen amino acids",,"Hydroxyacetophenone , Honey , Serine",,,
441,18-24,Combination,Light,Blackheads,Male,White,Dry,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil",,,,"Squalane , Thiotaurine , Squalene , Alanine , Madecassoside , Arbutin",,,"Camellia Sinensis Seed Oil , Honey , Ananas Sativus Fruit Extract",,"alanine , pca , collagen amino acids","Rose Hip Oil , Squalane , Xylitol",,,,
442,18-24,Combination,Light,Blackheads,Male,White,Temperate,Hydrolyzed Glycosaminoglycans,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,,,"Equol , Triethylhexanoin , Cannabidiol , Madecassoside , Tocopherol , Beta-Glucan",,,"Tocopheryl Succinate Aminopropanediol Esters , Honey , Algae Extract",,"sodium hyaluronate crosspolymer , Bentonite , linoleic acid",,,"Trimethylsiloxysilicate , Niacinamide , Xylitol",,
443,18-24,Combination,Light,Blackheads,Male,White,Continental,Hydrolyzed Glycosaminoglycans,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,,"Octyldodecanol , Beta-Glucan , Ergothioneine , Azulene , Silica , Algin",,,"Rose Hip Oil , Acetyl Hydroxyproline , Triticum Vulgare Germ Oil",,"threonine , alanine , phenylalanine",,,,"Methylpropanediol , Mannitol , Triethylhexanoin",
444,18-24,Combination,Light,Blackheads,Male,White,Polar,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Camellia Sinensis Seed Oil",,,,"Astaxanthin , Tetrahydrodiferuloylmethane , Histidine , Honey , Retinol , Tetrahydrodemethoxydiferuloylmethane",,,"Hyaluronic Acid , Aphanizomenon Flos-Aquae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"palmitic acid , ceramide np , sodium pca",,,,,"Niacinamide , Urea , Pantolactone"
445,18-24,Combination,Light,Blackheads,Male,Black,Tropical,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,,"Tetrahydrodemethoxydiferuloylmethane , Coumarin , Octyldodecanol , Trilaurin , Tetrahydrodiferuloylmethane , Curcumin",,,"Camellia Sinensis Seed Oil , Squalane , Triticum Vulgare Germ Oil","Triticum Vulgare Germ Oil , Algae Extract , Ceramide",,,"Honey , Niacinamide , Arginine",,,
446,18-24,Combination,Light,Blackheads,Male,Black,Dry,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,,"Ergothioneine , Algin , Bakuchiol , Azulene , Honey , Galactoarabinan",,,"Rose Hip Oil , Aphanizomenon Flos-Aquae Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Hyaluronic Acid , Aphanizomenon Flos-Aquae Extract , Ceramide",,"Grape seed Oil , Saccharide Isomerate , Hyaluronic Acid",,,,
447,18-24,Combination,Light,Blackheads,Male,Black,Temperate,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Bakuchiol , Bentonite , Triethylhexanoin , Arbutin , Coumarin , Astaxanthin",,,"Ananas Sativus Fruit Extract , Rose Hip Oil , Squalane","Grape seed Oil , Ananas Sativus Fruit Extract , Camellia Sinensis Seed Oil",,,,"Panthenol , Phenylalanine , PEG-14",,
448,18-24,Combination,Light,Blackheads,Male,Black,Continental,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil",,,,"Tocopherol , Ubiquinone , Petrolatum , Phloretin , Azulene , Xanthophyll",,,"Triticum Vulgare Germ Oil , Alpha-Glucan , Grape seed Oil","Honey , Ananas Sativus Fruit Extract , Aphanizomenon Flos-Aquae Extract",,,,,"Methylpropanediol , Glycosaminoglycans , Trilaurin",
449,18-24,Combination,Light,Blackheads,Male,Black,Polar,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,,,"Quercetin , Hesperidin , Arbutin , Histidine , Rutin , Genistein",,,"Grape seed Oil , Algae Extract , Ceramide","Camellia Sinensis Seed Oil , Algae Extract , Triticum Vulgare Germ Oil",,,,,,"Phospholipids , Triethylhexanoin , PEG-8"
450,18-24,Combination,Light,Blackheads,Female,White,Tropical,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Grape seed Oil , Rose Hip Oil",,,"viscum album extract , symphytum officinale root extract , hedera helix extract , globularia cordifolia callus culture extract , persea gratissima fruit extract , potassium nitrate",,,,"Tocopheryl Succinate Aminopropanediol Esters , Squalane , Alpha-Glucan",,"Trilaurin , cholesterol , glycine",,"Hydroxyacetophenone , Thiotaurine , Phenylalanine",,,
451,18-24,Combination,Light,Blackheads,Female,White,Dry,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil",,,"hamamelis virginiana water , squalene , centella asiatica leaf extract , aloe barbadensis leaf juice powder , symphytum officinale root extract , pseudoalteromonas ferment extract",,,,"Camellia Sinensis Seed Oil , Ananas Sativus Fruit Extract , Grape seed Oil",,"acetyl glucosamine , sodium hyaluronate crosspolymer , Tribehenin","Rose Hip Oil , Saccharide Isomerate , Soy Amino Acids",,,,
452,18-24,Combination,Light,Blackheads,Female,White,Temperate,Hydrolyzed Glycosaminoglycans,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Rose Hip Oil",,,"tilia cordata extract , houttuynia cordata extract , acanthopanax senticosus root extract , opuntia ficus-indica stem extract , allantoin glycyrrhetinic acid , sodium hyaluronate",,,,"Tocopheryl Succinate Aminopropanediol Esters , Rose Hip Oil , Ananas Sativus Fruit Extract",,"phospholipids , Bentonite , proline",,,"Phospholipids , Sucrose , Mannitol",,
453,18-24,Combination,Light,Blackheads,Female,White,Continental,Hydrolyzed Glycosaminoglycans,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,"aloe barbadensis leaf extract , menthol , glycerin , ectoin , bioflavonoids , tilia americana flower extract",,,,"Grape seed Oil , Ceramide , Camellia Sinensis Seed Oil",,"ceramide eop , urea , histidine",,,,"Isopentyldiol  , Urea , PEG-33",
454,18-24,Combination,Light,Blackheads,Female,White,Polar,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil",,,"linolenic acid , tetrapeptide-14 , aspartic acid , coptis japonica root extract , sodium hyaluronate crosspolymer , salix alba bark water",,,,"Triticum Vulgare Germ Oil , Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"sodium pca , Petrolatum , linoleic acid",,,,,"Niacinamide , Panthenol , Threonine"
455,18-24,Combination,Light,Blackheads,Female,Black,Tropical,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,"pca , tetrapeptide-14 , azelaic acid , aleurites moluccana seed oil , salvia sclarea extract , serine",,,,"Ananas Sativus Fruit Extract , Algae Extract , Camellia Sinensis Seed Oil","Honey , Triticum Vulgare Germ Oil , Hyaluronic Acid",,,"Hydroxyacetophenone , Phenylalanine , Phospholipids",,,
456,18-24,Combination,Light,Blackheads,Female,Black,Dry,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Rose Hip Oil , Grape seed Oil",,,"serine , scrophularia nodosa extract , avena sativa meal extract , viscum album leaf extract , biosaccharide gum-1 , bisabolol",,,,"Hyaluronic Acid , Tocopheryl Succinate Aminopropanediol Esters , Algae Extract","Tocopheryl Succinate Aminopropanediol Esters , Triticum Vulgare Germ Oil , Algae Extract",,"Sodium PCA , Acetyl Tetrapeptide-5 , Saccharide Isomerate",,,,
457,18-24,Combination,Light,Blackheads,Female,Black,Temperate,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,,"threonine , jasminum officinale flower/leaf extract , methyl nicotinate , avena sativa bran extract , equisetum arvense extract , rosmarinic acid",,,,"Grape seed Oil , Algae Extract , Tocopheryl Succinate Aminopropanediol Esters","Rose Hip Oil , Acetyl Hydroxyproline , Alpha-Glucan",,,,"Glycerin , PEG-33 , Inositol",,
458,18-24,Combination,Light,Blackheads,Female,Black,Continental,Hydrolyzed Glycosaminoglycans,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,"tilia platyphyllos extract , foeniculum vulgare oil , rosmarinic acid , cucumis sativus fruit extract , glycyrrhiza glabra rhizome/root , cucumis melo juice",,,,"Camellia Sinensis Seed Oil , Honey , Ceramide","Rose Hip Oil , Ananas Sativus Fruit Extract , Tocopheryl Succinate Aminopropanediol Esters",,,,,"Hydroxyacetophenone , Phytantriol , Urea",
459,18-24,Combination,Light,Blackheads,Female,Black,Polar,Hydrolyzed Glycosaminoglycans,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,"proline , helianthus annuus extract , salvia officinalis extract , salicylic acid , rosmarinic acid , sesamum indicum seed extract",,,,"Rose Hip Oil , Algae Extract , Ceramide","Camellia Sinensis Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil",,,,,,"Isoleucine , Niacinamide , PEG-8"
460,13-17,Combination,Light,Acne,Male,White,Tropical,Jojoba Esters,"Camellia Sinensis Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Centella Asiatica Extract , Aphanizomenon Flos-Aquae Extract , Beta-Glucan",,,"Xanthophyll , Threonine , Ubiquinone , Bisabolol , Coumarin , Serine",,,"Triticum Vulgare Germ Oil , Aphanizomenon Flos-Aquae Extract , Hyaluronic Acid",,"proline , Tribehenin , cholesterol",,"Honey , Hydroxyacetophenone , Phospholipids",,,
461,13-17,Combination,Light,Acne,Male,White,Dry,Jojoba Esters,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil","Beta-Glucan , Jojoba Esters , Adansonia Digitata Pulp Extract",,,"Phenylalanine , Caffeine , Coumarin , Genistein , Quercetin , Curcumin",,,"Acetyl Hydroxyproline , Ananas Sativus Fruit Extract , Honey",,"hydroxypalmitoyl sphinganine , hyaluronic acid , urea","Camellia Sinensis Seed Oil , Saccharide Isomerate , Ceramide NG",,,,
462,13-17,Combination,Light,Acne,Male,White,Temperate,Jojoba Esters,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil","Adansonia Digitata Pulp Extract , Honey , Soy Amino Acids",,,"Curcumin , Resveratrol , Bakuchiol , Hydroxyacetophenone , Agar , Squalane",,,"Tocopheryl Succinate Aminopropanediol Esters , Rose Hip Oil , Acetyl Hydroxyproline",,"pca , ceramide np , Tribehenin",,,"PEG-75 , Isopentyldiol  , Pantethine",,
463,13-17,Combination,Light,Acne,Male,White,Continental,Jojoba Esters,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Rose Hip Oil","Jojoba Esters , Ananas Sativus Fruit Extract , Aloe Barbadensis Leaf Extract",,,"Coumarin , Phenylalanine , Oryzanol , Equol , Quercetin , Curcumin",,,"Tocopheryl Succinate Aminopropanediol Esters , Grape seed Oil , Ceramide",,"glycerin , hydroxypropyl bispalmitamide mea , Octyldodecanol",,,,"Panthenol , Glucomannan , Niacinamide",
464,13-17,Combination,Light,Acne,Male,White,Polar,Jojoba Esters,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Aloe Barbadensis Leaf Extract , Honey , Soy Amino Acids",,,"Curcumin , Caffeine , Bakuchiol , Madecassoside , Oryzanol , Arbutin",,,"Algae Extract , Honey , Rose Hip Oil",,"hyaluronic acid , acetyl glucosamine , palmitic acid",,,,,"Pantolactone , Glycogen , Trilaurin"
465,13-17,Combination,Light,Acne,Male,Black,Tropical,Jojoba Esters,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Jojoba Esters , Aphanizomenon Flos-Aquae Extract , Honey",,,"Equol , Xanthophyll , Bisabolol , Ergothioneine , Trihydroxystearin , Bakuchiol",,,"Rose Hip Oil , Acetyl Hydroxyproline , Algae Extract","Acetyl Hydroxyproline , Algae Extract , Triticum Vulgare Germ Oil",,,"Phospholipids , Phenylalanine , Arginine",,,
466,13-17,Combination,Light,Acne,Male,Black,Dry,Jojoba Esters,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil","Honey , Colloidal Oatmeal , Aloe Barbadensis Leaf Extract",,,"Bisabolol , Hydroxyacetophenone , Glabridin , Cannabidiol , Bentonite , Hesperidin",,,"Ananas Sativus Fruit Extract , Tocopheryl Succinate Aminopropanediol Esters , Alpha-Glucan","Ananas Sativus Fruit Extract , Algae Extract , Alpha-Glucan",,"Glucomannan , Centella Asiatica Extract , Grape seed Oil",,,,
467,13-17,Combination,Light,Acne,Male,Black,Temperate,Jojoba Esters,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Aloe Barbadensis Leaf Extract , Beta-Glucan , Hydrolyzed Collagen",,,"Galactoarabinan , Ubiquinone , Oryzanol , Petrolatum , Tetrahydrodiferuloylmethane , Cannabidiol",,,"Camellia Sinensis Seed Oil , Ceramide , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Hyaluronic Acid , Ceramide , Algae Extract",,,,"Cysteine , Sucrose , Glycine",,
468,13-17,Combination,Light,Acne,Male,Black,Continental,Jojoba Esters,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Colloidal Oatmeal , Jojoba Esters , Adansonia Digitata Pulp Extract",,,"Cannabidiol , Phloretin , Squalane , Trihydroxystearin , Galactoarabinan , Algin",,,"Hyaluronic Acid , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Honey","Triticum Vulgare Germ Oil , Ananas Sativus Fruit Extract , Tocopheryl Succinate Aminopropanediol Esters",,,,,"Xylose , Panthenol , PEG-14",
